C000  4C F5 C5  JMP $C5F5                       A:00 X:00 Y:00 P:24 SP:FD CYC:7    
D413  85 78     STA $78 = 80                    A:81 X:A1 Y:80 P:A5 SP:FB CYC:5545 
D415  C4 78     CPY $78 = 81                    A:81 X:A1 Y:80 P:A5 SP:FB CYC:5548 
D417  20 1D F9  JSR $F91D                       A:81 X:A1 Y:80 P:A4 SP:FB CYC:5551 
F91D  B0 05     BCS $F924                       A:81 X:A1 Y:80 P:A4 SP:F9 CYC:5557 
F91F  F0 03     BEQ $F924                       A:81 X:A1 Y:80 P:A4 SP:F9 CYC:5559 
F921  10 01     BPL $F924                       A:81 X:A1 Y:80 P:A4 SP:F9 CYC:5561 
F923  60        RTS                             A:81 X:A1 Y:80 P:A4 SP:F9 CYC:5563 
D41A  E8        INX                             A:81 X:A1 Y:80 P:A4 SP:FB CYC:5569 
D41B  A9 7F     LDA #$7F                        A:81 X:A2 Y:80 P:A4 SP:FB CYC:5571 
D41D  85 78     STA $78 = 81                    A:7F X:A2 Y:80 P:24 SP:FB CYC:5573 
D41F  C4 78     CPY $78 = 7F                    A:7F X:A2 Y:80 P:24 SP:FB CYC:5576 
D421  20 27 F9  JSR $F927                       A:7F X:A2 Y:80 P:25 SP:FB CYC:5579 
F927  90 05     BCC $F92E                       A:7F X:A2 Y:80 P:25 SP:F9 CYC:5585 
F929  F0 03     BEQ $F92E                       A:7F X:A2 Y:80 P:25 SP:F9 CYC:5587 
F92B  30 01     BMI $F92E                       A:7F X:A2 Y:80 P:25 SP:F9 CYC:5589 
F92D  60        RTS                             A:7F X:A2 Y:80 P:25 SP:F9 CYC:5591 
D424  E8        INX                             A:7F X:A2 Y:80 P:25 SP:FB CYC:5597 
D425  8A        TXA                             A:7F X:A3 Y:80 P:A5 SP:FB CYC:5599 
D426  A8        TAY                             A:A3 X:A3 Y:80 P:A5 SP:FB CYC:5601 
D427  20 90 F9  JSR $F990                       A:A3 X:A3 Y:A3 P:A5 SP:FB CYC:5603 
F990  A2 55     LDX #$55                        A:A3 X:A3 Y:A3 P:A5 SP:F9 CYC:5609 
F992  A9 FF     LDA #$FF                        A:A3 X:55 Y:A3 P:25 SP:F9 CYC:5611 
F994  85 01     STA $01 = FF                    A:FF X:55 Y:A3 P:A5 SP:F9 CYC:5613 
F996  EA        NOP                             A:FF X:55 Y:A3 P:A5 SP:F9 CYC:5616 
F997  24 01     BIT $01 = FF                    A:FF X:55 Y:A3 P:A5 SP:F9 CYC:5618 
F999  38        SEC                             A:FF X:55 Y:A3 P:E5 SP:F9 CYC:5621 
F99A  A9 01     LDA #$01                        A:FF X:55 Y:A3 P:E5 SP:F9 CYC:5623 
F99C  60        RTS                             A:01 X:55 Y:A3 P:65 SP:F9 CYC:5625 
D42A  85 78     STA $78 = 7F                    A:01 X:55 Y:A3 P:65 SP:FB CYC:5631 
D42C  46 78     LSR $78 = 01                    A:01 X:55 Y:A3 P:65 SP:FB CYC:5634 
D42E  A5 78     LDA $78 = 01                    A:01 X:55 Y:A3 P:65 SP:FB CYC:5637 
D430  20 9D F9  JSR $F99D                       A:01 X:55 Y:A3 P:65 SP:FB CYC:5640 
F99D  90 1B     BCC $F9BA                       A:01 X:55 Y:A3 P:65 SP:F9 CYC:5646 
F99F  D0 19     BNE $F9BA                       A:01 X:55 Y:A3 P:65 SP:F9 CYC:5648 
F9BA  84 00     STY $00 = 4D                    A:01 X:55 Y:A3 P:65 SP:F9 CYC:5651 
F9BC  60        RTS                             A:01 X:55 Y:A3 P:65 SP:F9 CYC:5654 
D433  C8        INY                             A:01 X:55 Y:A3 P:65 SP:FB CYC:5660 
D434  85 78     STA $78 = 01                    A:01 X:55 Y:A4 P:E5 SP:FB CYC:5662 
D436  46 78     LSR $78 = 01                    A:01 X:55 Y:A4 P:E5 SP:FB CYC:5665 
D438  A5 78     LDA $78 = 01                    A:01 X:55 Y:A4 P:E5 SP:FB CYC:5668 
D43A  20 AD F9  JSR $F9AD                       A:01 X:55 Y:A4 P:65 SP:FB CYC:5671 
F9AD  B0 0B     BCS $F9BA                       A:01 X:55 Y:A4 P:65 SP:F9 CYC:5677 
F9BA  84 00     STY $00 = A3                    A:01 X:55 Y:A4 P:65 SP:F9 CYC:5680 
F9BC  60        RTS                             A:01 X:55 Y:A4 P:65 SP:F9 CYC:5683 
D43D  C8        INY                             A:01 X:55 Y:A4 P:65 SP:FB CYC:5689 
D43E  20 BD F9  JSR $F9BD                       A:01 X:55 Y:A5 P:E5 SP:FB CYC:5691 
F9BD  24 01     BIT $01 = FF                    A:01 X:55 Y:A5 P:E5 SP:F9 CYC:5697 
F9BF  38        SEC                             A:01 X:55 Y:A5 P:E5 SP:F9 CYC:5700 
F9C0  A9 80     LDA #$80                        A:01 X:55 Y:A5 P:E5 SP:F9 CYC:5702 
F9C2  60        RTS                             A:80 X:55 Y:A5 P:E5 SP:F9 CYC:5704 
D441  85 78     STA $78 = 01                    A:80 X:55 Y:A5 P:E5 SP:FB CYC:5710 
D443  06 78     ASL $78 = 80                    A:80 X:55 Y:A5 P:E5 SP:FB CYC:5713 
D445  A5 78     LDA $78 = 00                    A:80 X:55 Y:A5 P:67 SP:FB CYC:5718 
D447  20 C3 F9  JSR $F9C3                       A:00 X:55 Y:A5 P:67 SP:FB CYC:5721 
F9C3  90 1C     BCC $F9E1                       A:00 X:55 Y:A5 P:67 SP:F9 CYC:5727 
F9C5  D0 1A     BNE $F9E1                       A:00 X:55 Y:A5 P:67 SP:F9 CYC:5729 
F9C7  30 18     BMI $F9E1                       A:00 X:55 Y:A5 P:67 SP:F9 CYC:5731 
F9C9  50 16     BVC $F9E1                       A:00 X:55 Y:A5 P:67 SP:F9 CYC:5733 
F9CB  C9 00     CMP #$00                        A:00 X:55 Y:A5 P:67 SP:F9 CYC:5735 
F9CD  D0 12     BNE $F9E1                       A:00 X:55 Y:A5 P:67 SP:F9 CYC:5737 
F9CF  B8        CLV                             A:00 X:55 Y:A5 P:67 SP:F9 CYC:5739 
F9D0  A9 55     LDA #$55                        A:00 X:55 Y:A5 P:27 SP:F9 CYC:5741 
F9D2  38        SEC                             A:55 X:55 Y:A5 P:25 SP:F9 CYC:5743 
F9D3  60        RTS                             A:55 X:55 Y:A5 P:25 SP:F9 CYC:5745 
D44A  C8        INY                             A:55 X:55 Y:A5 P:25 SP:FB CYC:5751 
D44B  85 78     STA $78 = 00                    A:55 X:55 Y:A6 P:A5 SP:FB CYC:5753 
D44D  06 78     ASL $78 = 55                    A:55 X:55 Y:A6 P:A5 SP:FB CYC:5756 
D44F  A5 78     LDA $78 = AA                    A:55 X:55 Y:A6 P:A4 SP:FB CYC:5761 
D451  20 D4 F9  JSR $F9D4                       A:AA X:55 Y:A6 P:A4 SP:FB CYC:5764 
F9D4  B0 0B     BCS $F9E1                       A:AA X:55 Y:A6 P:A4 SP:F9 CYC:5770 
F9D6  F0 09     BEQ $F9E1                       A:AA X:55 Y:A6 P:A4 SP:F9 CYC:5772 
F9D8  10 07     BPL $F9E1                       A:AA X:55 Y:A6 P:A4 SP:F9 CYC:5774 
F9DA  70 05     BVS $F9E1                       A:AA X:55 Y:A6 P:A4 SP:F9 CYC:5776 
F9DC  C9 AA     CMP #$AA                        A:AA X:55 Y:A6 P:A4 SP:F9 CYC:5778 
F9DE  D0 01     BNE $F9E1                       A:AA X:55 Y:A6 P:27 SP:F9 CYC:5780 
F9E0  60        RTS                             A:AA X:55 Y:A6 P:27 SP:F9 CYC:5782 
D454  C8        INY                             A:AA X:55 Y:A6 P:27 SP:FB CYC:5788 
D455  20 E4 F9  JSR $F9E4                       A:AA X:55 Y:A7 P:A5 SP:FB CYC:5790 
F9E4  24 01     BIT $01 = FF                    A:AA X:55 Y:A7 P:A5 SP:F9 CYC:5796 
F9E6  38        SEC                             A:AA X:55 Y:A7 P:E5 SP:F9 CYC:5799 
F9E7  A9 01     LDA #$01                        A:AA X:55 Y:A7 P:E5 SP:F9 CYC:5801 
F9E9  60        RTS                             A:01 X:55 Y:A7 P:65 SP:F9 CYC:5803 
D458  85 78     STA $78 = AA                    A:01 X:55 Y:A7 P:65 SP:FB CYC:5809 
D45A  66 78     ROR $78 = 01                    A:01 X:55 Y:A7 P:65 SP:FB CYC:5812 
D45C  A5 78     LDA $78 = 01                    A:01 X:55 Y:A7 P:65 SP:FB CYC:5815 
D45E  20 EA F9  JSR $F9EA                       A:01 X:55 Y:A7 P:65 SP:FB CYC:5818 
F9EA  90 1C     BCC $FA08                       A:01 X:55 Y:A7 P:65 SP:F9 CYC:5824 
F9EC  F0 1A     BEQ $FA08                       A:01 X:55 Y:A7 P:65 SP:F9 CYC:5826 
F9EE  10 18     BPL $FA08                       A:01 X:55 Y:A7 P:65 SP:F9 CYC:5828 
FA08  84 00     STY $00 = A4                    A:01 X:55 Y:A7 P:65 SP:F9 CYC:5832 
FA0A  24 01     BIT $01 = FF                    A:01 X:55 Y:A7 P:65 SP:F9 CYC:5835 
FA0C  38        SEC                             A:01 X:55 Y:A7 P:E5 SP:F9 CYC:5838 
FA0D  A9 80     LDA #$80                        A:01 X:55 Y:A7 P:E5 SP:F9 CYC:5840 
FA0F  60        RTS                             A:80 X:55 Y:A7 P:E5 SP:F9 CYC:5842 
D461  C8        INY                             A:80 X:55 Y:A7 P:E5 SP:FB CYC:5848 
D462  85 78     STA $78 = 01                    A:80 X:55 Y:A8 P:E5 SP:FB CYC:5850 
D464  66 78     ROR $78 = 80                    A:80 X:55 Y:A8 P:E5 SP:FB CYC:5853 
D466  A5 78     LDA $78 = 80                    A:80 X:55 Y:A8 P:E5 SP:FB CYC:5856 
D468  20 FB F9  JSR $F9FB                       A:80 X:55 Y:A8 P:E5 SP:FB CYC:5859 
F9FB  90 0B     BCC $FA08                       A:80 X:55 Y:A8 P:E5 SP:F9 CYC:5865 
F9FD  F0 09     BEQ $FA08                       A:80 X:55 Y:A8 P:E5 SP:F9 CYC:5867 
F9FF  30 07     BMI $FA08                       A:80 X:55 Y:A8 P:E5 SP:F9 CYC:5869 
FA08  84 00     STY $00 = A7                    A:80 X:55 Y:A8 P:E5 SP:F9 CYC:5872 
FA0A  24 01     BIT $01 = FF                    A:80 X:55 Y:A8 P:E5 SP:F9 CYC:5875 
FA0C  38        SEC                             A:80 X:55 Y:A8 P:E5 SP:F9 CYC:5878 
FA0D  A9 80     LDA #$80                        A:80 X:55 Y:A8 P:E5 SP:F9 CYC:5880 
FA0F  60        RTS                             A:80 X:55 Y:A8 P:E5 SP:F9 CYC:5882 
D46B  C8        INY                             A:80 X:55 Y:A8 P:E5 SP:FB CYC:5888 
D46C  20 0A FA  JSR $FA0A                       A:80 X:55 Y:A9 P:E5 SP:FB CYC:5890 
FA0A  24 01     BIT $01 = FF                    A:80 X:55 Y:A9 P:E5 SP:F9 CYC:5896 
FA0C  38        SEC                             A:80 X:55 Y:A9 P:E5 SP:F9 CYC:5899 
FA0D  A9 80     LDA #$80                        A:80 X:55 Y:A9 P:E5 SP:F9 CYC:5901 
FA0F  60        RTS                             A:80 X:55 Y:A9 P:E5 SP:F9 CYC:5903 
D46F  85 78     STA $78 = 80                    A:80 X:55 Y:A9 P:E5 SP:FB CYC:5909 
D471  26 78     ROL $78 = 80                    A:80 X:55 Y:A9 P:E5 SP:FB CYC:5912 
D473  A5 78     LDA $78 = 80                    A:80 X:55 Y:A9 P:E5 SP:FB CYC:5915 
D475  20 10 FA  JSR $FA10                       A:80 X:55 Y:A9 P:E5 SP:FB CYC:5918 
FA10  90 1C     BCC $FA2E                       A:80 X:55 Y:A9 P:E5 SP:F9 CYC:5924 
FA12  F0 1A     BEQ $FA2E                       A:80 X:55 Y:A9 P:E5 SP:F9 CYC:5926 
FA14  30 18     BMI $FA2E                       A:80 X:55 Y:A9 P:E5 SP:F9 CYC:5928 
FA2E  84 00     STY $00 = A8                    A:80 X:55 Y:A9 P:E5 SP:F9 CYC:5931 
FA30  60        RTS                             A:80 X:55 Y:A9 P:E5 SP:F9 CYC:5934 
D478  C8        INY                             A:80 X:55 Y:A9 P:E5 SP:FB CYC:5940 
D479  85 78     STA $78 = 80                    A:80 X:55 Y:AA P:E5 SP:FB CYC:5942 
D47B  26 78     ROL $78 = 80                    A:80 X:55 Y:AA P:E5 SP:FB CYC:5945 
D47D  A5 78     LDA $78 = 80                    A:80 X:55 Y:AA P:E5 SP:FB CYC:5948 
D47F  20 21 FA  JSR $FA21                       A:80 X:55 Y:AA P:E5 SP:FB CYC:5951 
FA21  B0 0B     BCS $FA2E                       A:80 X:55 Y:AA P:E5 SP:F9 CYC:5957 
FA2E  84 00     STY $00 = A9                    A:80 X:55 Y:AA P:E5 SP:F9 CYC:5960 
FA30  60        RTS                             A:80 X:55 Y:AA P:E5 SP:F9 CYC:5963 
D482  A9 FF     LDA #$FF                        A:80 X:55 Y:AA P:E5 SP:FB CYC:5969 
D484  85 78     STA $78 = 80                    A:FF X:55 Y:AA P:E5 SP:FB CYC:5971 
D486  85 01     STA $01 = FF                    A:FF X:55 Y:AA P:E5 SP:FB CYC:5974 
D488  24 01     BIT $01 = FF                    A:FF X:55 Y:AA P:E5 SP:FB CYC:5977 
D48A  38        SEC                             A:FF X:55 Y:AA P:E5 SP:FB CYC:5980 
D48B  E6 78     INC $78 = FF                    A:FF X:55 Y:AA P:E5 SP:FB CYC:5982 
D48D  D0 0C     BNE $D49B                       A:FF X:55 Y:AA P:E5 SP:FB CYC:5987 
D49B  A9 AB     LDA #$AB                        A:FF X:55 Y:AA P:E5 SP:FB CYC:5990 
D49D  85 00     STA $00 = AA                    A:AB X:55 Y:AA P:E5 SP:FB CYC:5992 
D49F  A9 7F     LDA #$7F                        A:AB X:55 Y:AA P:E5 SP:FB CYC:5995 
D4A1  85 78     STA $78 = 00                    A:7F X:55 Y:AA P:65 SP:FB CYC:5997 
D4A3  B8        CLV                             A:7F X:55 Y:AA P:65 SP:FB CYC:6000 
D4A4  18        CLC                             A:7F X:55 Y:AA P:25 SP:FB CYC:6002 
D4A5  E6 78     INC $78 = 7F                    A:7F X:55 Y:AA P:24 SP:FB CYC:6004 
D4A7  F0 0C     BEQ $D4B5                       A:7F X:55 Y:AA P:24 SP:FB CYC:6009 
D4A9  10 0A     BPL $D4B5                       A:7F X:55 Y:AA P:24 SP:FB CYC:6011 
D4B5  A9 AC     LDA #$AC                        A:7F X:55 Y:AA P:24 SP:FB CYC:6014 
D4B7  85 00     STA $00 = AB                    A:AC X:55 Y:AA P:A4 SP:FB CYC:6016 
D4B9  A9 00     LDA #$00                        A:AC X:55 Y:AA P:A4 SP:FB CYC:6019 
D4BB  85 78     STA $78 = 80                    A:00 X:55 Y:AA P:26 SP:FB CYC:6021 
D4BD  24 01     BIT $01 = FF                    A:00 X:55 Y:AA P:26 SP:FB CYC:6024 
D4BF  38        SEC                             A:00 X:55 Y:AA P:E6 SP:FB CYC:6027 
D4C0  C6 78     DEC $78 = 00                    A:00 X:55 Y:AA P:E7 SP:FB CYC:6029 
D4C2  F0 0C     BEQ $D4D0                       A:00 X:55 Y:AA P:E7 SP:FB CYC:6034 
D4D0  A9 AD     LDA #$AD                        A:00 X:55 Y:AA P:E7 SP:FB CYC:6037 
D4D2  85 00     STA $00 = AC                    A:AD X:55 Y:AA P:E5 SP:FB CYC:6039 
D4D4  A9 80     LDA #$80                        A:AD X:55 Y:AA P:E5 SP:FB CYC:6042 
D4D6  85 78     STA $78 = FF                    A:80 X:55 Y:AA P:E5 SP:FB CYC:6044 
D4D8  B8        CLV                             A:80 X:55 Y:AA P:E5 SP:FB CYC:6047 
D4D9  18        CLC                             A:80 X:55 Y:AA P:A5 SP:FB CYC:6049 
D4DA  C6 78     DEC $78 = 80                    A:80 X:55 Y:AA P:A4 SP:FB CYC:6051 
D4DC  F0 0C     BEQ $D4EA                       A:80 X:55 Y:AA P:A4 SP:FB CYC:6056 
D4DE  30 0A     BMI $D4EA                       A:80 X:55 Y:AA P:A4 SP:FB CYC:6058 
D4EA  A9 AE     LDA #$AE                        A:80 X:55 Y:AA P:A4 SP:FB CYC:6061 
D4EC  85 00     STA $00 = AD                    A:AE X:55 Y:AA P:A4 SP:FB CYC:6063 
D4EE  A9 01     LDA #$01                        A:AE X:55 Y:AA P:A4 SP:FB CYC:6066 
D4F0  85 78     STA $78 = 7F                    A:01 X:55 Y:AA P:24 SP:FB CYC:6068 
D4F2  C6 78     DEC $78 = 01                    A:01 X:55 Y:AA P:24 SP:FB CYC:6071 
D4F4  F0 04     BEQ $D4FA                       A:01 X:55 Y:AA P:24 SP:FB CYC:6076 
D4F6  A9 AF     LDA #$AF                        A:01 X:55 Y:AA P:24 SP:FB CYC:6078 
D4F8  85 00     STA $00 = AE                    A:AF X:55 Y:AA P:A4 SP:FB CYC:6080 
D4FA  60        RTS                             A:AF X:55 Y:AA P:A4 SP:FB CYC:6083 
C615  20 FB D4  JSR $D4FB                       A:AF X:55 Y:AA P:A4 SP:FD CYC:6089 
D4FB  A9 55     LDA #$55                        A:AF X:55 Y:AA P:A4 SP:FB CYC:6095 
D4FD  8D 78 06  STA $0678 = 00                  A:55 X:55 Y:AA P:24 SP:FB CYC:6097 
D500  A9 FF     LDA #$FF                        A:55 X:55 Y:AA P:24 SP:FB CYC:6101 
D502  85 01     STA $01 = FF                    A:FF X:55 Y:AA P:A4 SP:FB CYC:6103 
D504  24 01     BIT $01 = FF                    A:FF X:55 Y:AA P:A4 SP:FB CYC:6106 
D506  A0 11     LDY #$11                        A:FF X:55 Y:AA P:E4 SP:FB CYC:6109 
D508  A2 23     LDX #$23                        A:FF X:55 Y:11 P:64 SP:FB CYC:6111 
D50A  A9 00     LDA #$00                        A:FF X:23 Y:11 P:64 SP:FB CYC:6113 
D50C  AD 78 06  LDA $0678 = 55                  A:00 X:23 Y:11 P:66 SP:FB CYC:6115 
D50F  F0 10     BEQ $D521                       A:55 X:23 Y:11 P:64 SP:FB CYC:6119 
D511  30 0E     BMI $D521                       A:55 X:23 Y:11 P:64 SP:FB CYC:6121 
D513  C9 55     CMP #$55                        A:55 X:23 Y:11 P:64 SP:FB CYC:6123 
D515  D0 0A     BNE $D521                       A:55 X:23 Y:11 P:67 SP:FB CYC:6125 
D517  C0 11     CPY #$11                        A:55 X:23 Y:11 P:67 SP:FB CYC:6127 
D519  D0 06     BNE $D521                       A:55 X:23 Y:11 P:67 SP:FB CYC:6129 
D51B  E0 23     CPX #$23                        A:55 X:23 Y:11 P:67 SP:FB CYC:6131 
D51D  50 02     BVC $D521                       A:55 X:23 Y:11 P:67 SP:FB CYC:6133 
D51F  F0 04     BEQ $D525                       A:55 X:23 Y:11 P:67 SP:FB CYC:6135 
D525  A9 46     LDA #$46                        A:55 X:23 Y:11 P:67 SP:FB CYC:6138 
D527  24 01     BIT $01 = FF                    A:46 X:23 Y:11 P:65 SP:FB CYC:6140 
D529  8D 78 06  STA $0678 = 55                  A:46 X:23 Y:11 P:E5 SP:FB CYC:6143 
D52C  F0 0B     BEQ $D539                       A:46 X:23 Y:11 P:E5 SP:FB CYC:6147 
D52E  10 09     BPL $D539                       A:46 X:23 Y:11 P:E5 SP:FB CYC:6149 
D530  50 07     BVC $D539                       A:46 X:23 Y:11 P:E5 SP:FB CYC:6151 
D532  AD 78 06  LDA $0678 = 46                  A:46 X:23 Y:11 P:E5 SP:FB CYC:6153 
D535  C9 46     CMP #$46                        A:46 X:23 Y:11 P:65 SP:FB CYC:6157 
D537  F0 04     BEQ $D53D                       A:46 X:23 Y:11 P:67 SP:FB CYC:6159 
D53D  A9 55     LDA #$55                        A:46 X:23 Y:11 P:67 SP:FB CYC:6162 
D53F  8D 78 06  STA $0678 = 46                  A:55 X:23 Y:11 P:65 SP:FB CYC:6164 
D542  24 01     BIT $01 = FF                    A:55 X:23 Y:11 P:65 SP:FB CYC:6168 
D544  A9 11     LDA #$11                        A:55 X:23 Y:11 P:E5 SP:FB CYC:6171 
D546  A2 23     LDX #$23                        A:11 X:23 Y:11 P:65 SP:FB CYC:6173 
D548  A0 00     LDY #$00                        A:11 X:23 Y:11 P:65 SP:FB CYC:6175 
D54A  AC 78 06  LDY $0678 = 55                  A:11 X:23 Y:00 P:67 SP:FB CYC:6177 
D54D  F0 10     BEQ $D55F                       A:11 X:23 Y:55 P:65 SP:FB CYC:6181 
D54F  30 0E     BMI $D55F                       A:11 X:23 Y:55 P:65 SP:FB CYC:6183 
D551  C0 55     CPY #$55                        A:11 X:23 Y:55 P:65 SP:FB CYC:6185 
D553  D0 0A     BNE $D55F                       A:11 X:23 Y:55 P:67 SP:FB CYC:6187 
D555  C9 11     CMP #$11                        A:11 X:23 Y:55 P:67 SP:FB CYC:6189 
D557  D0 06     BNE $D55F                       A:11 X:23 Y:55 P:67 SP:FB CYC:6191 
D559  E0 23     CPX #$23                        A:11 X:23 Y:55 P:67 SP:FB CYC:6193 
D55B  50 02     BVC $D55F                       A:11 X:23 Y:55 P:67 SP:FB CYC:6195 
D55D  F0 04     BEQ $D563                       A:11 X:23 Y:55 P:67 SP:FB CYC:6197 
D563  A0 46     LDY #$46                        A:11 X:23 Y:55 P:67 SP:FB CYC:6200 
D565  24 01     BIT $01 = FF                    A:11 X:23 Y:46 P:65 SP:FB CYC:6202 
D567  8C 78 06  STY $0678 = 55                  A:11 X:23 Y:46 P:E5 SP:FB CYC:6205 
D56A  F0 0B     BEQ $D577                       A:11 X:23 Y:46 P:E5 SP:FB CYC:6209 
D56C  10 09     BPL $D577                       A:11 X:23 Y:46 P:E5 SP:FB CYC:6211 
D56E  50 07     BVC $D577                       A:11 X:23 Y:46 P:E5 SP:FB CYC:6213 
D570  AC 78 06  LDY $0678 = 46                  A:11 X:23 Y:46 P:E5 SP:FB CYC:6215 
D573  C0 46     CPY #$46                        A:11 X:23 Y:46 P:65 SP:FB CYC:6219 
D575  F0 04     BEQ $D57B                       A:11 X:23 Y:46 P:67 SP:FB CYC:6221 
D57B  24 01     BIT $01 = FF                    A:11 X:23 Y:46 P:67 SP:FB CYC:6224 
D57D  A9 55     LDA #$55                        A:11 X:23 Y:46 P:E5 SP:FB CYC:6227 
D57F  8D 78 06  STA $0678 = 46                  A:55 X:23 Y:46 P:65 SP:FB CYC:6229 
D582  A0 11     LDY #$11                        A:55 X:23 Y:46 P:65 SP:FB CYC:6233 
D584  A9 23     LDA #$23                        A:55 X:23 Y:11 P:65 SP:FB CYC:6235 
D586  A2 00     LDX #$00                        A:23 X:23 Y:11 P:65 SP:FB CYC:6237 
D588  AE 78 06  LDX $0678 = 55                  A:23 X:00 Y:11 P:67 SP:FB CYC:6239 
D58B  F0 10     BEQ $D59D                       A:23 X:55 Y:11 P:65 SP:FB CYC:6243 
D58D  30 0E     BMI $D59D                       A:23 X:55 Y:11 P:65 SP:FB CYC:6245 
D58F  E0 55     CPX #$55                        A:23 X:55 Y:11 P:65 SP:FB CYC:6247 
D591  D0 0A     BNE $D59D                       A:23 X:55 Y:11 P:67 SP:FB CYC:6249 
D593  C0 11     CPY #$11                        A:23 X:55 Y:11 P:67 SP:FB CYC:6251 
D595  D0 06     BNE $D59D                       A:23 X:55 Y:11 P:67 SP:FB CYC:6253 
D597  C9 23     CMP #$23                        A:23 X:55 Y:11 P:67 SP:FB CYC:6255 
D599  50 02     BVC $D59D                       A:23 X:55 Y:11 P:67 SP:FB CYC:6257 
D59B  F0 04     BEQ $D5A1                       A:23 X:55 Y:11 P:67 SP:FB CYC:6259 
D5A1  A2 46     LDX #$46                        A:23 X:55 Y:11 P:67 SP:FB CYC:6262 
D5A3  24 01     BIT $01 = FF                    A:23 X:46 Y:11 P:65 SP:FB CYC:6264 
D5A5  8E 78 06  STX $0678 = 55                  A:23 X:46 Y:11 P:E5 SP:FB CYC:6267 
D5A8  F0 0B     BEQ $D5B5                       A:23 X:46 Y:11 P:E5 SP:FB CYC:6271 
D5AA  10 09     BPL $D5B5                       A:23 X:46 Y:11 P:E5 SP:FB CYC:6273 
D5AC  50 07     BVC $D5B5                       A:23 X:46 Y:11 P:E5 SP:FB CYC:6275 
D5AE  AE 78 06  LDX $0678 = 46                  A:23 X:46 Y:11 P:E5 SP:FB CYC:6277 
D5B1  E0 46     CPX #$46                        A:23 X:46 Y:11 P:65 SP:FB CYC:6281 
D5B3  F0 04     BEQ $D5B9                       A:23 X:46 Y:11 P:67 SP:FB CYC:6283 
D5B9  A9 C0     LDA #$C0                        A:23 X:46 Y:11 P:67 SP:FB CYC:6286 
D5BB  8D 78 06  STA $0678 = 46                  A:C0 X:46 Y:11 P:E5 SP:FB CYC:6288 
D5BE  A2 33     LDX #$33                        A:C0 X:46 Y:11 P:E5 SP:FB CYC:6292 
D5C0  A0 88     LDY #$88                        A:C0 X:33 Y:11 P:65 SP:FB CYC:6294 
D5C2  A9 05     LDA #$05                        A:C0 X:33 Y:88 P:E5 SP:FB CYC:6296 
D5C4  2C 78 06  BIT $0678 = C0                  A:05 X:33 Y:88 P:65 SP:FB CYC:6298 
D5C7  10 10     BPL $D5D9                       A:05 X:33 Y:88 P:E7 SP:FB CYC:6302 
D5C9  50 0E     BVC $D5D9                       A:05 X:33 Y:88 P:E7 SP:FB CYC:6304 
D5CB  D0 0C     BNE $D5D9                       A:05 X:33 Y:88 P:E7 SP:FB CYC:6306 
D5CD  C9 05     CMP #$05                        A:05 X:33 Y:88 P:E7 SP:FB CYC:6308 
D5CF  D0 08     BNE $D5D9                       A:05 X:33 Y:88 P:67 SP:FB CYC:6310 
D5D1  E0 33     CPX #$33                        A:05 X:33 Y:88 P:67 SP:FB CYC:6312 
D5D3  D0 04     BNE $D5D9                       A:05 X:33 Y:88 P:67 SP:FB CYC:6314 
D5D5  C0 88     CPY #$88                        A:05 X:33 Y:88 P:67 SP:FB CYC:6316 
D5D7  F0 04     BEQ $D5DD                       A:05 X:33 Y:88 P:67 SP:FB CYC:6318 
D5DD  A9 03     LDA #$03                        A:05 X:33 Y:88 P:67 SP:FB CYC:6321 
D5DF  8D 78 06  STA $0678 = C0                  A:03 X:33 Y:88 P:65 SP:FB CYC:6323 
D5E2  A9 01     LDA #$01                        A:03 X:33 Y:88 P:65 SP:FB CYC:6327 
D5E4  2C 78 06  BIT $0678 = 03                  A:01 X:33 Y:88 P:65 SP:FB CYC:6329 
D5E7  30 08     BMI $D5F1                       A:01 X:33 Y:88 P:25 SP:FB CYC:6333 
D5E9  70 06     BVS $D5F1                       A:01 X:33 Y:88 P:25 SP:FB CYC:6335 
D5EB  F0 04     BEQ $D5F1                       A:01 X:33 Y:88 P:25 SP:FB CYC:6337 
D5ED  C9 01     CMP #$01                        A:01 X:33 Y:88 P:25 SP:FB CYC:6339 
D5EF  F0 04     BEQ $D5F5                       A:01 X:33 Y:88 P:27 SP:FB CYC:6341 
D5F5  A0 B8     LDY #$B8                        A:01 X:33 Y:88 P:27 SP:FB CYC:6344 
D5F7  A9 AA     LDA #$AA                        A:01 X:33 Y:B8 P:A5 SP:FB CYC:6346 
D5F9  8D 78 06  STA $0678 = 03                  A:AA X:33 Y:B8 P:A5 SP:FB CYC:6348 
D5FC  20 B6 F7  JSR $F7B6                       A:AA X:33 Y:B8 P:A5 SP:FB CYC:6352 
F7B6  18        CLC                             A:AA X:33 Y:B8 P:A5 SP:F9 CYC:6358 
F7B7  A9 FF     LDA #$FF                        A:AA X:33 Y:B8 P:A4 SP:F9 CYC:6360 
F7B9  85 01     STA $01 = FF                    A:FF X:33 Y:B8 P:A4 SP:F9 CYC:6362 
F7BB  24 01     BIT $01 = FF                    A:FF X:33 Y:B8 P:A4 SP:F9 CYC:6365 
F7BD  A9 55     LDA #$55                        A:FF X:33 Y:B8 P:E4 SP:F9 CYC:6368 
F7BF  60        RTS                             A:55 X:33 Y:B8 P:64 SP:F9 CYC:6370 
